,FIGHTER,KD,STR,TD,SUB,WEIGHT_CLASS,METHOD,ROUND,TIME
5949,"Cain Velasquez
Brad Morris","3
0","36
1","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,2:10
5950,"Jonathan Goulet
Kuniyoshi Hironaka","2
1","31
21","0
1","0
0",Welterweight,"KO/TKO
Punch",2,2:07
5951,"Kenny Florian
Joe Lauzon","0
0","35
5","2
2","0
2",Lightweight,"KO/TKO
Punches",2,3:28
5952,"Gray Maynard
Frankie Edgar","0
0","19
26","9
1","0
0",Lightweight,U-DEC,3,5:00
5953,"Thiago Alves
Karo Parisyan","1
0","17
10","0
1","0
0",Welterweight,"KO/TKO
Knees",2,0:24
5954,"Matt Hamill
Tim Boetsch","0
0","31
18","1
0","0
0",Light Heavyweight,"KO/TKO
Punches",2,1:25
5955,"Nate Diaz
Kurt Pellegrino","0
0","6
20","1
3","1
0",Lightweight,"SUB
Triangle Choke",2,3:06
5956,"James Irvin
Houston Alexander","1
0","3
0","0
0","0
0",Light Heavyweight,"KO/TKO
Punches",1,0:08
5957,"Josh Neer
Din Thomas","0
0","80
20","3
2","0
0",Lightweight,U-DEC,3,5:00
5958,"Marcus Aurelio
Ryan Roberts","1
0","6
0","0
0","1
0",Lightweight,"SUB
Armbar",1,0:16
5959,"Manvel Gamburyan
Jeff Cox","0
0","3
2","1
0","1
0",Lightweight,"SUB
Guillotine Choke",1,1:41
5960,"Clay Guida
Samy Schiavo","0
0","11
4","1
0","0
0",Lightweight,"KO/TKO
Punches",1,4:15
5961,"George Sotiropoulos
Roman Mitichyan","0
0","21
2","3
0","3
0",Welterweight,"KO/TKO
Punches",2,2:24
5962,"Anthony Johnson
Tommy Speer","1
0","15
0","0
0","0
0",Welterweight,"KO/TKO
Punches",1,0:51
5963,"Anderson Silva
Dan Henderson","0
0","47
20","0
1","1
0",Middleweight,"SUB
Rear Naked Choke",2,4:52
5964,"Heath Herring
Cheick Kongo","1
0","57
45","3
5","0
0",Heavyweight,S-DEC,3,5:00
5965,"Chris Leben
Alessio Sakara","1
0","24
13","0
0","0
0",Middleweight,"KO/TKO
Punches",1,3:16
5966,"Yushin Okami
Evan Tanner","2
0","26
19","0
1","0
0",Middleweight,"KO/TKO
Knee",2,3:00
5967,"Jon Fitch
Chris Wilson","0
0","40
22","4
0","0
1",Welterweight,U-DEC,3,5:00
5968,"Andrei Arlovski
Jake O'Brien","0
0","14
4","1
2","0
0",Heavyweight,"KO/TKO
Punches",2,4:17
5969,"Luigi Fioravanti
Luke Cummo","0
0","32
16","13
0","0
0",Welterweight,U-DEC,3,5:00
5970,"Josh Koscheck
Dustin Hazelett","1
0","24
20","1
0","0
2",Welterweight,"KO/TKO
Kick",2,1:24
5971,"Diego Sanchez
David Bielkheden","0
0","24
1","1
0","0
0",Welterweight,"KO/TKO
Punches",1,4:43
5972,"Jorge Gurgel
John Halverson","0
0","68
44","1
0","0
2",Lightweight,U-DEC,3,5:00
5973,"Antonio Rodrigo Nogueira
Tim Sylvia","0
1","28
53","2
0","1
0",Heavyweight,"SUB
Guillotine Choke",3,1:28
5974,"Frank Mir
Brock Lesnar","0
0","2
16","0
1","3
0",Heavyweight,"SUB
Kneebar",1,1:30
5975,"Nate Marquardt
Jeremy Horn","1
0","22
5","2
1","1
1",Middleweight,"SUB
Guillotine Choke",2,1:37
5976,"Ricardo Almeida
Rob Yundt","0
0","4
2","1
0","1
0",Middleweight,"SUB
Guillotine Choke",1,1:08
5977,"Tyson Griffin
Gleison Tibau","0
0","60
23","0
6","0
0",Lightweight,U-DEC,3,5:00
5978,"Chris Lytle
Kyle Bradley","1
0","12
0","0
0","0
0",Welterweight,"KO/TKO
Punches",1,0:33
5979,"Tim Boetsch
David Heath","0
0","42
7","1
0","0
0",Light Heavyweight,"KO/TKO
Punches",1,4:52
5980,"Marvin Eastman
Terry Martin","0
0","40
50","1
1","0
0",Middleweight,U-DEC,3,5:00
5981,"Rob Emerson
Keita Nakamura","0
1","81
57","0
4","0
0",Lightweight,S-DEC,3,5:00
5982,"Mike Swick
Joshua Burkman","0
0","54
39","0
1","0
0",Welterweight,M-DEC,3,5:00
5983,"Patrick Cote
Drew McFedries","1
0","14
8","0
0","0
0",Middleweight,"KO/TKO
Punches",1,1:44
5984,"Thiago Tavares
Michihiro Omigawa","0
0","19
11","7
1","0
2",Lightweight,U-DEC,3,5:00
5985,"Nate Diaz
Alvin Robinson","0
0","3
2","2
0","2
2",Lightweight,"SUB
Triangle Choke",1,3:39
5986,"Kurt Pellegrino
Alberto Crane","0
1","23
4","1
0","0
2",Lightweight,"KO/TKO
Punches",2,1:55
5987,"Gray Maynard
Dennis Siver","1
0","26
16","2
1","3
0",Lightweight,U-DEC,3,5:00
5988,"Jeremy Stephens
Cole Miller","1
0","30
5","1
0","0
3",Lightweight,"KO/TKO
Elbows",2,4:44
5989,"Corey Hill
Joe Veres","0
0","29
0","0
0","0
0",Lightweight,"KO/TKO
Punches",2,0:37
5990,"Matt Wiman
Justin Buchholz","0
0","6
3","1
0","3
0",Lightweight,"SUB
Rear Naked Choke",1,2:56
5991,"BJ Penn
Joe Stevenson","2
0","41
17","0
0","1
0",Lightweight,"SUB
Rear Naked Choke",2,4:02
5992,"Fabricio Werdum
Gabriel Gonzaga","0
0","46
19","0
3","0
0",Heavyweight,"KO/TKO
Punches",2,4:34
5993,"Marcus Davis
Jess Liaudin","1
0","5
4","0
0","0
0",Welterweight,"KO/TKO
Punch",1,1:04
5994,"Wilson Gouveia
Jason Lambert","1
0","5
27","0
1","4
0",Light Heavyweight,"KO/TKO
Punch",2,0:37
5995,"Jorge Rivera
Kendall Grove","1
0","28
0","1
0","0
0",Middleweight,"KO/TKO
Punches",1,1:20
5996,"Antoni Hardonk
Colin Robinson","1
0","5
0","0
0","0
0",Heavyweight,"KO/TKO
Punch",1,0:17
5997,"Paul Kelly
Paul Taylor","0
0","70
43","3
1","0
3",Welterweight,U-DEC,3,5:00
5998,"Alessio Sakara
James Lee","0
0","8
0","0
2","0
0",Light Heavyweight,"KO/TKO
Punches",1,1:30
5999,"Sam Stout
Per Eklund","0
0","33
20","0
2","0
1",Lightweight,U-DEC,3,5:00
6000,"Georges St-Pierre
Matt Hughes","0
0","28
5","3
0","3
0",Welterweight,"SUB
Armbar",2,4:54
6001,"Chuck Liddell
Wanderlei Silva","0
1","58
44","2
0","0
0",Light Heavyweight,U-DEC,3,5:00
6002,"Eddie Sanchez
Soa Palelei","0
0","52
21","1
1","0
0",Heavyweight,"KO/TKO
Punches",3,3:24
6003,"Lyoto Machida
Rameau Thierry Sokoudjou","1
0","21
6","0
2","5
2",Light Heavyweight,"SUB
Arm Triangle",2,4:20
6004,"Rich Clementi
Melvin Guillard","0
0","6
5","2
1","2
0",Lightweight,"SUB
Rear Naked Choke",1,4:40
6005,"James Irvin
Luiz Cane","0
0","5
9","0
1","0
0",Light Heavyweight,DQ,1,1:51
6006,"Manvel Gamburyan
Nate Mohr","0
0","3
2","1
0","1
0",Lightweight,"SUB
Ankle Lock",1,1:31
6007,"Dean Lister
Jordan Radev","0
0","31
20","2
0","0
0",Middleweight,U-DEC,3,5:00
6008,"Roan Carneiro
Tony DeSouza","0
0","24
9","3
0","2
1",Welterweight,"KO/TKO
Punches",2,3:33
6009,"Mark Bocek
Doug Evans","0
0","26
22","7
1","0
1",Lightweight,U-DEC,3,5:00
6010,"Roger Huerta
Clay Guida","0
1","31
47","0
6","3
1",Lightweight,"SUB
Rear Naked Choke",3,0:51
6011,"Mac Danzig
Tommy Speer","0
0","10
4","1
0","1
0",Welterweight,"SUB
Rear Naked Choke",1,2:01
6012,"War Machine
Jared Rollins","0
1","29
40","1
2","0
1",Welterweight,"KO/TKO
Punches",3,2:01
6013,"George Sotiropoulos
Billy Miles","0
0","2
0","0
0","1
0",Welterweight,"SUB
Rear Naked Choke",1,1:36
6014,"Ben Saunders
Dan Barrera","0
0","18
12","0
1","4
0",Welterweight,U-DEC,3,5:00
6015,"Troy Mandaloniz
Richie Hightower","1
0","30
20","0
1","0
0",Welterweight,"KO/TKO
Punch",1,4:20
6016,"Matt Arroyo
John Kolosci","0
0","4
1","0
0","5
0",Welterweight,"SUB
Armbar",1,4:42
6017,"Roman Mitichyan
Dorian Price","0
0","0
0","1
0","1
0",Welterweight,"SUB
Ankle Lock",1,0:23
6018,"Jonathan Goulet
Paul Georgieff","0
0","11
12","3
0","1
0",Welterweight,"SUB
Rear Naked Choke",1,4:42
6019,"Rashad Evans
Michael Bisping","0
0","23
40","6
2","0
0",Light Heavyweight,S-DEC,3,5:00
6020,"Thiago Silva
Houston Alexander","0
0","22
2","1
1","0
0",Light Heavyweight,"KO/TKO
Punches",1,3:25
6021,"Karo Parisyan
Ryo Chonan","0
0","49
35","7
0","0
0",Welterweight,U-DEC,3,5:00
6022,"Ed Herman
Joe Doerksen","1
0","43
9","2
1","0
3",Middleweight,"KO/TKO
Punch",3,0:39
6023,"Frankie Edgar
Spencer Fisher","0
0","42
6","8
0","0
0",Lightweight,U-DEC,3,5:00
6024,"Thiago Alves
Chris Lytle","1
0","39
42","0
1","0
0",Welterweight,KO/TKO,2,5:00
6025,"Joe Lauzon
Jason Reinhardt","0
0","5
1","1
0","1
0",Lightweight,"SUB
Rear Naked Choke",1,1:14
6026,"Marcus Aurelio
Luke Caudillo","0
0","20
6","1
0","0
0",Lightweight,"KO/TKO
Punches",1,4:29
6027,"Akihiro Gono
Tamdan McCrory","1
0","27
31","1
0","1
0",Welterweight,"SUB
Armbar",2,3:19
6028,"Anderson Silva
Rich Franklin","3
0","39
22","0
1","0
0",Middleweight,"KO/TKO
Knees",2,1:07
6029,"Tim Sylvia
Brandon Vera","0
0","68
58","0
1","0
0",Heavyweight,U-DEC,3,5:00
6030,"Alvin Robinson
Jorge Gurgel","0
0","44
3","2
0","1
0",Lightweight,U-DEC,3,5:00
6031,"Stephan Bonnar
Eric Schafer","0
0","30
13","0
1","0
1",Light Heavyweight,"KO/TKO
Punches",2,2:47
6032,"Alan Belcher
Kalib Starnes","0
0","57
40","0
1","0
0",Middleweight,KO/TKO,2,1:39
6033,"Yushin Okami
Jason MacDonald","0
0","41
25","1
0","1
0",Middleweight,U-DEC,3,5:00
6034,"Demian Maia
Ryan Jensen","0
0","3
2","2
0","1
0",Middleweight,"SUB
Rear Naked Choke",1,2:40
6035,"Joshua Burkman
Forrest Petz","1
0","44
65","3
0","2
0",Welterweight,S-DEC,3,5:00
6036,"Matt Grice
Jason Black","1
0","44
10","3
0","0
7",Lightweight,S-DEC,3,5:00
6037,"Keith Jardine
Chuck Liddell","1
0","83
31","0
0","0
0",Light Heavyweight,S-DEC,3,5:00
6038,"Forrest Griffin
Mauricio Rua","0
0","66
27","2
5","3
0",Light Heavyweight,"SUB
Rear Naked Choke",3,4:45
6039,"Jon Fitch
Diego Sanchez","0
0","25
11","3
2","0
5",Welterweight,S-DEC,3,5:00
6040,"Lyoto Machida
Kazuhiro Nakamura","0
0","70
15","2
2","1
0",Light Heavyweight,U-DEC,3,5:00
6041,"Tyson Griffin
Thiago Tavares","0
0","29
6","2
4","1
4",Lightweight,U-DEC,3,5:00
6042,"Rich Clementi
Anthony Johnson","0
1","12
22","1
1","2
3",Welterweight,"SUB
Rear Naked Choke",2,3:05
6043,"Jeremy Stephens
Diego Saraiva","0
0","50
11","2
0","0
2",Lightweight,U-DEC,3,5:00
6044,"Christian Wellisch
Scott Junk","0
0","6
17","1
0","2
0",Heavyweight,"SUB
Heel Hook",1,3:19
6045,"Matt Wiman
Michihiro Omigawa","0
0","59
33","4
1","0
1",Lightweight,U-DEC,3,5:00
6046,"Kenny Florian
Din Thomas","0
0","27
3","2
0","1
0",Lightweight,"SUB
Rear Naked Choke",1,4:31
6047,"Chris Leben
Terry Martin","1
0","53
45","0
4","1
0",Middleweight,"KO/TKO
Punch",3,3:56
6048,"Nate Diaz
Junior Assuncao","1
0","10
7","1
1","3
0",Lightweight,"SUB
Guillotine Choke",1,4:10
6049,"Nate Quarry
Pete Sell","1
1","64
53","0
2","0
0",Middleweight,"KO/TKO
Punch",3,0:44
6050,"Luke Cummo
Edilberto de Oliveira","1
0","6
5","0
0","0
0",Welterweight,"KO/TKO
Punches",1,1:45
6051,"Cole Miller
Leonard Garcia","0
0","21
16","1
0","10
0",Lightweight,U-DEC,3,5:00
6052,"Gray Maynard
Joe Veres","1
0","3
0","0
0","0
0",Lightweight,"KO/TKO
Punch",1,0:09
6053,"Thiago Alves
Kuniyoshi Hironaka","0
0","48
15","0
2","0
0",Welterweight,"KO/TKO
Knee",2,4:04
6054,"Dustin Hazelett
Jonathan Goulet","0
0","3
0","0
1","2
0",Welterweight,"SUB
Armbar",1,1:14
6055,"Quinton Jackson
Dan Henderson","1
0","74
60","2
3","0
3",Light Heavyweight,U-DEC,5,5:00
6056,"Michael Bisping
Matt Hamill","0
0","47
56","0
6","0
0",Light Heavyweight,S-DEC,3,5:00
6057,"Cheick Kongo
Mirko Filipovic","0
0","63
15","1
1","0
0",Heavyweight,U-DEC,3,5:00
6058,"Marcus Davis
Paul Taylor","0
1","24
16","1
0","1
0",Welterweight,"SUB
Armbar",1,4:14
6059,"Houston Alexander
Alessio Sakara","1
0","18
1","0
1","0
0",Light Heavyweight,"KO/TKO
Knee",1,1:01
6060,"Gleison Tibau
Terry Etim","0
0","14
18","7
0","0
0",Lightweight,U-DEC,3,5:00
6061,"Thiago Silva
Tomasz Drwal","1
0","48
43","0
1","1
0",Light Heavyweight,"KO/TKO
Punches",2,4:23
6062,"Dennis Siver
Naoyuki Kotani","1
0","28
9","0
0","0
2",Lightweight,"KO/TKO
Punch",2,2:04
6063,"Jess Liaudin
Anthony Torres","2
0","38
13","0
0","0
0",Welterweight,"KO/TKO
Punches",1,4:10
6064,"Randy Couture
Gabriel Gonzaga","0
0","63
11","3
0","0
1",Heavyweight,"KO/TKO
Punches",3,1:37
6065,"Georges St-Pierre
Josh Koscheck","0
0","38
4","2
1","5
0",Welterweight,U-DEC,3,5:00
6066,"Roger Huerta
Alberto Crane","0
0","26
4","0
0","0
3",Lightweight,"KO/TKO
Punches",3,1:50
6067,"Joe Stevenson
Kurt Pellegrino","0
0","42
27","3
3","3
1",Lightweight,U-DEC,3,5:00
6068,"Patrick Cote
Kendall Grove","1
0","20
12","0
0","1
0",Middleweight,"KO/TKO
Punches",1,4:45
6069,"Renato Sobral
David Heath","0
0","60
6","1
0","3
0",Light Heavyweight,"SUB
Anaconda Choke",2,3:30
6070,"Frank Mir
Antoni Hardonk","0
0","4
1","1
0","1
0",Heavyweight,"SUB
Kimura",1,1:17
6071,"Thales Leites
Ryan Jensen","0
0","10
11","3
0","2
1",Middleweight,"SUB
Armbar",1,3:47
6072,"Clay Guida
Marcus Aurelio","2
0","44
40","0
0","0
0",Lightweight,S-DEC,3,5:00
6073,"Kenny Florian
Alvin Robinson","0
0","20
6","3
1","0
0",Lightweight,"KO/TKO
Elbows",1,4:30
6074,"Anderson Silva
Nate Marquardt","1
0","10
3","1
1","0
0",Middleweight,"KO/TKO
Punches",1,4:50
6075,"Rashad Evans
Tito Ortiz","0
0","19
24","2
3","0
1",Light Heavyweight,U-DEC,3,5:00
6076,"Sean Sherk
Hermes Franca","0
1","35
6","16
0","2
3",Lightweight,U-DEC,5,5:00
6077,"Antonio Rodrigo Nogueira
Heath Herring","0
1","55
31","4
0","2
0",Heavyweight,U-DEC,3,5:00
6078,"Stephan Bonnar
Mike Nickels","0
0","2
2","0
1","2
0",Light Heavyweight,"SUB
Rear Naked Choke",1,2:14
6079,"Jorge Gurgel
Diego Saraiva","0
0","67
49","0
0","0
0",Lightweight,U-DEC,3,5:00
6080,"Chris Lytle
Jason Gilliam","0
0","5
3","1
0","5
0",Welterweight,"SUB
Triangle Choke",1,2:15
6081,"Frankie Edgar
Mark Bocek","0
0","31
6","0
0","0
0",Lightweight,"KO/TKO
Punches",1,4:55
6082,"BJ Penn
Jens Pulver","0
0","23
6","3
0","3
0",Lightweight,"SUB
Rear Naked Choke",2,3:12
6083,"Nate Diaz
Manvel Gamburyan","0
0","2
16","0
1","1
1",Lightweight,"SUB
Injury",2,0:20
6084,"Thales Leites
Floyd Sword","0
0","6
3","2
0","1
0",Middleweight,"SUB
Arm Triangle",1,3:50
6085,"Roger Huerta
Doug Evans","0
0","34
20","0
4","0
0",Lightweight,"KO/TKO
Punches",2,3:30
6086,"Joe Lauzon
Brandon Melendez","0
0","4
6","3
0","6
0",Lightweight,"SUB
Triangle Choke",2,2:09
6087,"Cole Miller
Andy Wang","1
0","12
4","0
0","0
0",Lightweight,"KO/TKO
Kick",1,1:10
6088,"Gray Maynard
Rob Emerson","0
0","20
3","2
1","1
1",Lightweight,CNC,2,0:39
6089,"Leonard Garcia
Allen Berube","0
0","4
4","0
2","1
1",Lightweight,"SUB
Rear Naked Choke",1,4:22
6090,"Matt Wiman
Brian Geraghty","0
0","21
1","1
0","0
0",Lightweight,"KO/TKO
Punches",1,2:09
6091,"Rich Franklin
Yushin Okami","0
0","36
17","1
1","0
3",Middleweight,U-DEC,3,5:00
6092,"Forrest Griffin
Hector Ramirez","0
0","113
20","0
2","0
0",Light Heavyweight,U-DEC,3,5:00
6093,"Jason MacDonald
Rory Singer","0
0","30
17","2
1","0
1",Middleweight,"KO/TKO
Punches",2,3:18
6094,"Tyson Griffin
Clay Guida","0
0","50
36","2
4","2
2",Lightweight,S-DEC,3,5:00
6095,"Ed Herman
Scott Smith","0
0","24
3","3
0","2
2",Middleweight,"SUB
Rear Naked Choke",2,2:25
6096,"Marcus Davis
Jason Tan","1
0","9
6","0
0","0
0",Welterweight,"KO/TKO
Punches",1,1:15
6097,"Eddie Sanchez
Colin Robinson","0
0","41
36","1
1","0
2",Heavyweight,"KO/TKO
Elbows",2,0:32
6098,"Dustin Hazelett
Stevie Lynch","0
0","20
7","0
0","1
0",Welterweight,"SUB
Anaconda Choke",1,2:50
6099,"Spencer Fisher
Sam Stout","0
0","88
76","0
0","0
0",Lightweight,U-DEC,3,5:00
6100,"Jon Fitch
Roan Carneiro","0
0","18
4","0
2","1
1",Welterweight,"SUB
Rear Naked Choke",2,1:07
6101,"Drew McFedries
Jordan Radev","1
0","6
1","0
0","0
0",Middleweight,"KO/TKO
Punch",1,0:33
6102,"Thiago Tavares
Jason Black","0
0","11
0","2
0","2
2",Lightweight,"SUB
Triangle Choke",2,2:49
6103,"Forrest Petz
Luigi Fioravanti","0
0","40
45","0
0","0
0",Welterweight,U-DEC,3,5:00
6104,"Tamdan McCrory
Pete Spratt","0
0","8
19","2
0","2
0",Welterweight,"SUB
Triangle Choke",2,2:04
6105,"Gleison Tibau
Jeff Cox","0
0","3
0","0
1","1
0",Lightweight,"SUB
Arm Triangle",1,1:52
6106,"Anthony Johnson
Chad Reiner","1
0","3
2","0
0","0
0",Welterweight,"KO/TKO
Punches",1,0:13
6107,"Nate Mohr
Luke Caudillo","0
1","70
28","0
0","0
0",Lightweight,U-DEC,3,5:00
6108,"Quinton Jackson
Chuck Liddell","1
0","6
4","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,1:53
6109,"Karo Parisyan
Joshua Burkman","0
0","54
16","2
2","0
0",Welterweight,U-DEC,3,5:00
6110,"Terry Martin
Ivan Salaverry","0
0","7
5","1
0","0
0",Middleweight,KO/TKO,1,2:04
6111,"Houston Alexander
Keith Jardine","2
0","17
5","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,0:48
6112,"Kalib Starnes
Chris Leben","0
0","47
44","2
0","0
0",Middleweight,U-DEC,3,5:00
6113,"Thiago Silva
James Irvin","0
0","1
3","1
0","0
1",Light Heavyweight,KO/TKO,1,1:06
6114,"Alan Belcher
Sean Salmon","0
0","0
1","0
0","1
0",Light Heavyweight,"SUB
Guillotine Choke",1,0:53
6115,"Din Thomas
Jeremy Stephens","0
0","10
7","1
0","2
0",Lightweight,"SUB
Armbar",2,2:44
6116,"Wilson Gouveia
Carmelo Marrero","1
0","18
1","0
0","1
0",Light Heavyweight,"SUB
Guillotine Choke",1,3:06
6117,"Gabriel Gonzaga
Mirko Filipovic","1
0","19
1","1
0","0
0",Heavyweight,"KO/TKO
Kick",1,4:51
6118,"Andrei Arlovski
Fabricio Werdum","1
0","28
23","0
0","0
0",Heavyweight,U-DEC,3,5:00
6119,"Michael Bisping
Elvis Sinosic","0
1","36
8","1
0","0
2",Light Heavyweight,"KO/TKO
Punches",2,1:40
6120,"Lyoto Machida
David Heath","1
0","67
8","0
0","1
0",Light Heavyweight,U-DEC,3,5:00
6121,"Cheick Kongo
Assuerio Silva","0
0","64
13","0
6","1
0",Heavyweight,M-DEC,3,5:00
6122,"Terry Etim
Matt Grice","0
0","5
26","0
1","3
0",Lightweight,"SUB
Guillotine Choke",1,4:48
6123,"Junior Assuncao
David Lee","1
0","29
12","0
0","2
0",Lightweight,"SUB
Rear Naked Choke",2,1:55
6124,"Alessio Sakara
Victor Valimaki","0
0","6
0","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,1:44
6125,"Jess Liaudin
Dennis Siver","0
0","1
2","0
1","1
0",Welterweight,"SUB
Armbar",1,1:21
6126,"Paul Taylor
Edilberto de Oliveira","1
0","78
46","0
0","0
0",Welterweight,"KO/TKO
Kick",3,0:37
6127,"Matt Serra
Georges St-Pierre","2
0","20
6","0
0","0
0",Welterweight,"KO/TKO
Punches",1,3:25
6128,"Josh Koscheck
Diego Sanchez","0
0","30
12","1
0","0
0",Welterweight,U-DEC,3,5:00
6129,"Roger Huerta
Leonard Garcia","0
0","85
29","6
0","0
2",Lightweight,U-DEC,3,5:00
6130,"Yushin Okami
Mike Swick","0
0","28
28","4
0","2
0",Middleweight,U-DEC,3,5:00
6131,"Kendall Grove
Alan Belcher","0
0","41
8","1
1","2
0",Middleweight,"SUB
D'Arce Choke",2,4:42
6132,"Heath Herring
Brad Imes","2
0","64
19","1
1","0
2",Heavyweight,U-DEC,3,5:00
6133,"Thales Leites
Pete Sell","0
0","56
3","3
0","4
2",Middleweight,U-DEC,3,5:00
6134,"Marcus Davis
Pete Spratt","0
0","6
7","3
0","1
0",Welterweight,"SUB
Ankle Lock",2,2:57
6135,"Luke Cummo
Josh Haynes","1
0","38
9","0
1","0
0",Welterweight,"KO/TKO
Punches",2,2:45
6136,"Joe Stevenson
Melvin Guillard","0
0","2
1","1
0","1
0",Lightweight,"SUB
Guillotine Choke",1,0:27
6137,"Justin McCully
Antoni Hardonk","0
0","21
26","3
0","0
1",Heavyweight,U-DEC,3,5:00
6138,"Kenny Florian
Dokonjonosuke Mishima","0
0","38
6","1
1","1
2",Lightweight,"SUB
Rear Naked Choke",3,3:57
6139,"Wilson Gouveia
Seth Petruzelli","0
0","17
8","1
1","1
0",Light Heavyweight,"SUB
Guillotine Choke",2,0:39
6140,"Drew Fickett
Keita Nakamura","0
0","79
32","2
2","0
0",Welterweight,U-DEC,3,5:00
6141,"Kurt Pellegrino
Nate Mohr","0
0","4
6","1
0","1
0",Lightweight,"SUB
Ankle Lock",1,2:58
6142,"Kuniyoshi Hironaka
Forrest Petz","0
0","26
7","5
0","1
0",Welterweight,U-DEC,3,5:00
6143,"Roan Carneiro
Rich Clementi","0
0","22
9","7
0","4
0",Welterweight,U-DEC,3,5:00
6144,"Thiago Tavares
Naoyuki Kotani","0
0","21
12","4
1","2
1",Lightweight,U-DEC,3,5:00
6145,"Randy Couture
Tim Sylvia","1
0","73
25","7
0","0
0",Heavyweight,U-DEC,5,5:00
6146,"Martin Kampmann
Drew McFedries","0
1","15
16","1
0","1
0",Middleweight,"SUB
Arm Triangle",1,4:06
6147,"Rich Franklin
Jason MacDonald","0
0","49
16","1
1","0
0",Middleweight,KO/TKO,2,5:00
6148,"Matt Hughes
Chris Lytle","0
0","13
5","2
0","3
3",Welterweight,U-DEC,3,5:00
6149,"Jason Lambert
Renato Sobral","2
0","19
5","2
1","0
1",Light Heavyweight,"KO/TKO
Punch",2,3:36
6150,"Matt Hamill
Rex Holman","0
0","29
11","0
0","0
0",Light Heavyweight,"KO/TKO
Punches",1,4:00
6151,"Jon Fitch
Luigi Fioravanti","0
0","19
14","2
0","2
0",Welterweight,"SUB
Rear Naked Choke",2,3:05
6152,"Gleison Tibau
Jason Dent","0
0","36
12","5
0","1
0",Lightweight,U-DEC,3,5:00
6153,"Jamie Varner
Jason Gilliam","0
0","7
0","1
0","2
0",Lightweight,"SUB
Rear Naked Choke",1,1:34
6154,"Anderson Silva
Travis Lutter","0
0","9
8","0
3","2
0",Middleweight,"SUB
Triangle Choke",2,2:11
6155,"Mirko Filipovic
Eddie Sanchez","1
0","20
5","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,4:33
6156,"Roger Huerta
John Halverson","0
0","13
1","1
0","0
0",Lightweight,"KO/TKO
Punches",1,0:19
6157,"Quinton Jackson
Marvin Eastman","1
0","45
15","0
0","0
0",Light Heavyweight,"KO/TKO
Punches",2,3:49
6158,"Patrick Cote
Scott Smith","0
0","50
34","1
0","0
0",Middleweight,U-DEC,3,5:00
6159,"Terry Martin
Jorge Rivera","1
0","4
1","0
0","0
0",Middleweight,"KO/TKO
Punch",1,0:14
6160,"Frankie Edgar
Tyson Griffin","0
0","55
38","8
3","0
4",Lightweight,U-DEC,3,5:00
6161,"Lyoto Machida
Sam Hoger","1
0","62
11","4
1","0
0",Light Heavyweight,U-DEC,3,5:00
6162,"Dustin Hazelett
Diego Saraiva","0
0","44
14","1
4","1
0",Lightweight,U-DEC,3,5:00
6163,"Rashad Evans
Sean Salmon","1
0","13
10","0
2","0
0",Light Heavyweight,"KO/TKO
Kick",2,1:06
6164,"Jake O'Brien
Heath Herring","0
1","13
11","6
1","1
1",Heavyweight,U-DEC,3,5:00
6165,"Hermes Franca
Spencer Fisher","0
0","25
24","2
0","2
0",Lightweight,"KO/TKO
Punch",2,4:03
6166,"Nate Marquardt
Dean Lister","4
0","53
18","2
0","0
0",Middleweight,U-DEC,3,5:00
6167,"Joshua Burkman
Chad Reiner","0
0","27
6","9
1","0
2",Welterweight,U-DEC,3,5:00
6168,"Ed Herman
Chris Price","0
0","5
5","1
0","1
1",Middleweight,"SUB
Armbar",1,2:58
6169,"Din Thomas
Clay Guida","0
0","33
33","0
5","1
0",Lightweight,U-DEC,3,5:00
6170,"Rich Clementi
Ross Pointon","0
0","23
23","1
0","1
0",Welterweight,"SUB
Rear Naked Choke",2,4:53
6171,"Chuck Liddell
Tito Ortiz","1
0","49
21","0
1","0
0",Light Heavyweight,"KO/TKO
Punches",3,3:59
6172,"Keith Jardine
Forrest Griffin","0
0","36
17","0
0","0
0",Light Heavyweight,"KO/TKO
Punches",1,4:41
6173,"Jason MacDonald
Chris Leben","0
0","9
15","1
2","1
0",Middleweight,"SUB
Guillotine Choke",2,4:03
6174,"Andrei Arlovski
Marcio Cruz","0
0","7
0","0
0","1
2",Heavyweight,"KO/TKO
Punches",1,3:15
6175,"Michael Bisping
Eric Schafer","0
0","19
3","0
3","0
2",Light Heavyweight,"KO/TKO
Punches",1,4:24
6176,"Thiago Alves
Tony DeSouza","2
0","26
1","0
0","1
0",Welterweight,"KO/TKO
Knee",2,1:10
6177,"Gabriel Gonzaga
Carmelo Marrero","0
0","4
1","1
0","3
0",Heavyweight,"SUB
Armbar",1,3:22
6178,"Yushin Okami
Rory Singer","0
0","35
28","3
0","0
0",Middleweight,"KO/TKO
Punches",3,4:03
6179,"Christian Wellisch
Anthony Perosh","1
1","61
48","1
3","0
0",Heavyweight,U-DEC,3,5:00
6180,"Diego Sanchez
Joe Riggs","2
0","6
3","0
0","0
0",Welterweight,"KO/TKO
Flying Knee",1,1:45
